OBJECTID,OBJECTCLASS,OBJECTSUBCLASS,DESCRIPTION,REPOSITORY,CREATEDDATE,UPDATEDDATE,TRANSFERDATE,EXPIRATIONDATE,RENEWALMODE,RENEWALPERIOD,PREPAIDPERIOD,PAIDUNTILDATE,ACCOUNTINGDATE,FINALIZATIONDATE,FAILUREDATE,NEXTACTION,NEXTACTIONDATE,NAMESERVER,INTERNALNAMESERVER,STATUS,OWNERCONTACT,ADMINCONTACT,TECHCONTACT,BILLINGCONTACT,ROID,TRANSFERLOCK,ADDON-PROXY,ADDON-TRUSTEE,MISSINGPARAMETER,INVALIDPARAMETER,CLAIMKEY,TRANSFER-DIRECTION,TRANSFER-CREATEDDATE,TRANSFER-STATUS,TRANSFER-OLDREGISTRAR,TRANSFER-NEWREGISTRAR,User,SubUser,SubSubUsers
anthonyhwilliams.com,DOMAIN,COM,anthonyhwilliams.com,COM-OTE-1API1,2017-01-11 09:40:06,2017-06-29 18:31:19,0000-00-00 00:00:00,2026-01-11 09:40:06,AUTORENEW,1Y,0,2026-01-11 09:40:06,2026-01-06 09:40:06,2026-01-12 09:40:06,2026-02-24 09:40:06,pay,2026-01-06 09:40:06,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
anthonycc.com,DOMAIN,COM,anthonycc.com,COM-OTE-1API1,2017-01-11 09:35:04,2017-06-29 18:31:16,0000-00-00 00:00:00,2026-01-11 09:35:04,AUTORENEW,1Y,0,2026-01-11 09:35:04,2026-01-06 09:35:04,2026-01-12 09:35:04,2026-02-24 09:35:04,pay,2026-01-06 09:35:04,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
auctionstatus0123-004.com,DOMAIN,COM,auctionstatus0123-004.com,COM-OTE-1API1,2017-01-23 09:30:05,2017-06-29 18:32:39,0000-00-00 00:00:00,2026-01-23 09:30:05,AUTORENEW,1Y,0,2026-01-23 09:30:05,2026-01-18 09:30:05,2026-01-24 09:30:05,2026-03-08 09:30:05,pay,2026-01-18 09:30:05,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-BAH153975,P-BAH153975,P-BAH153975,P-BAH153975,,0,0,,,,,,,,,,test.user,,
testdomain0120-004.com,DOMAIN,COM,testdomain0120-004.com,COM-OTE-1API1,2017-01-20 09:50:04,2017-01-20 09:50:04,0000-00-00 00:00:00,2026-01-20 09:50:04,AUTORENEW,1Y,0,2026-01-20 09:50:04,2026-01-15 09:50:04,2026-01-21 09:50:04,2026-03-05 09:50:04,pay,2026-01-15 09:50:04,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-BAH153975,P-BAH153975,P-BAH153975,P-BAH153975,,0,0,,,,,,,,,,test.user,,
itdomainsdirect.com,DOMAIN,COM,itdomainsdirect.com,COM-OTE-1API1,2017-01-10 14:40:07,2017-01-10 14:40:06,0000-00-00 00:00:00,2026-01-10 14:40:07,AUTORENEW,1Y,0,2026-01-10 14:40:07,2026-01-05 14:40:07,2026-01-11 14:40:07,2026-02-23 14:40:07,pay,2026-01-05 14:40:07,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
lauraandmick.com,DOMAIN,COM,lauraandmick.com,COM-OTE-1API1,2017-01-13 15:25:05,2017-01-13 15:25:05,0000-00-00 00:00:00,2026-01-13 15:25:05,AUTORENEW,1Y,0,2026-01-13 15:25:05,2026-01-08 15:25:05,2026-01-14 15:25:05,2026-02-26 15:25:05,pay,2026-01-08 15:25:05,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
auctionstatus0123-003.com,DOMAIN,COM,auctionstatus0123-003.com,COM-OTE-1API1,2017-01-23 09:30:05,2017-06-29 18:32:39,0000-00-00 00:00:00,2026-01-23 09:30:05,AUTORENEW,1Y,0,2026-01-23 09:30:05,2026-01-18 09:30:05,2026-01-24 09:30:05,2026-03-08 09:30:05,pay,2026-01-18 09:30:05,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-BAH153975,P-BAH153975,P-BAH153975,P-BAH153975,,0,0,,,,,,,,,,test.user,,
aaasigncraftersmarietta.com,DOMAIN,COM,aaasigncraftersmarietta.com,COM-OTE-1API1,2017-01-12 13:55:04,2017-06-29 18:29:53,0000-00-00 00:00:00,2026-01-12 13:55:04,AUTORENEW,1Y,0,2026-01-12 13:55:04,2026-01-07 13:55:04,2026-01-13 13:55:04,2026-02-25 13:55:04,pay,2026-01-07 13:55:04,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
a-three.com,DOMAIN,COM,a-three.com,COM-OTE-1API1,2017-01-17 15:25:06,2022-02-17 13:21:08,0000-00-00 00:00:00,2026-01-17 15:25:06,AUTORENEW,1Y,0,2026-01-17 15:25:06,2026-01-12 15:25:06,2026-01-18 15:25:06,2026-03-02 15:25:06,pay,2026-01-12 15:25:06,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,1,0,,,,,,,,,,test.user,,
testdomain0117-006.com,DOMAIN,COM,testdomain0117-006.com,COM-OTE-1API1,2017-01-17 09:30:06,2017-01-17 09:30:06,0000-00-00 00:00:00,2026-01-17 09:30:06,AUTORENEW,1Y,0,2026-01-17 09:30:06,2026-01-12 09:30:06,2026-01-18 09:30:06,2026-03-02 09:30:06,pay,2026-01-12 09:30:06,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-BAH153975,P-BAH153975,P-BAH153975,P-BAH153975,,0,0,,,,,,,,,,test.user,,
test-123.lu,DOMAIN,LU,test-123.lu,DNSLU-OTE-1API_1,2017-01-26 13:01:02,0000-00-00 00:00:00,0000-00-00 00:00:00,2026-01-26 13:01:02,AUTORENEW,1Y,0,2026-01-26 13:01:02,2026-01-19 13:01:02,2026-01-25 13:01:02,2026-01-25 13:01:02,pay,2026-01-19 13:01:02,ns1.ispapi.net ns2.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,,,,,,,,,,,,,,test.user,,
anthony123123.com,DOMAIN,COM,anthony123123.com,COM-OTE-1API1,2017-01-27 07:50:08,2017-06-29 18:30:58,0000-00-00 00:00:00,2026-01-27 07:50:08,AUTORENEW,1Y,0,2026-01-27 07:50:08,2026-01-22 07:50:08,2026-01-28 07:50:08,2026-03-12 07:50:08,pay,2026-01-22 07:50:08,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
as-hx-test1.mn,DOMAIN,MN,as-hx-test1.mn,AFILIASSRS-OTE-1API1,2017-01-24 14:18:35,2017-11-22 13:22:15,0000-00-00 00:00:00,2026-01-22 14:18:35,AUTORENEW,1Y,0,2026-01-22 14:18:35,2026-01-22 14:18:35,2026-03-07 14:18:35,2026-03-07 14:18:35,pay,2026-01-22 14:18:35,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE serverTransferProhibited,AUTO-TUH-1459145,AUTO-TUH-1459147,AUTO-TUH-1459147,AUTO-TUH-1459147,,0,0,,,,,,,,,,test.user,,
4u.de,DOMAIN,DE,4u.de,DENIC-OTE-20332,2017-02-25 09:24:21,2023-07-21 09:15:03,0000-00-00 00:00:00,2026-03-02 09:24:21,AUTORENEW,1Y,0,2026-03-02 09:24:21,2026-02-23 09:24:21,2026-03-01 09:24:21,2026-03-01 09:24:21,pay,2026-02-23 09:24:21,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientHold clientTransferProhibited,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,,HELLER_OTE_DE,,,,,,,,,test.user,,
test-007.club,DOMAIN,CLUB,test-007.club,ARI-OTE-1API1,2017-02-17 18:30:19,2022-02-23 19:31:28,0000-00-00 00:00:00,2026-02-17 18:30:19,AUTORENEW,1Y,0,2026-02-17 18:30:19,2026-02-12 18:30:19,2026-02-18 18:30:19,2026-04-02 18:30:19,pay,2026-02-12 18:30:19,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-RDE1385417,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,WHOISTRUSTEE_CLUB,,,,,,,,,,test.user,,
a-oem.com,DOMAIN,COM,a-oem.com,COM-OTE-1API1,2017-03-01 15:30:06,2022-02-17 13:21:03,0000-00-00 00:00:00,2026-03-01 15:30:06,AUTORENEW,1Y,0,2026-03-01 15:30:06,2026-02-24 15:30:06,2026-03-02 15:30:06,2026-04-14 15:30:06,pay,2026-02-24 15:30:06,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,1,0,,,,,,,,,,test.user,,
fr1946.de.com,DOMAIN,DECOM,fr1946.de.com,CENTRALNIC-OTE-1API,2017-02-09 13:29:53,2017-06-29 21:58:44,0000-00-00 00:00:00,2026-02-09 23:59:59,AUTORENEW,1Y,0,2026-02-09 23:59:59,2026-02-09 23:59:59,2026-03-25 23:59:59,2026-03-25 23:59:59,pay,2026-02-09 23:59:59,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,,1,0,,,,,,,,,,test.user,,
go4.pizza,DOMAIN,PIZZA,go4.pizza,UNIREGISTRY-OTE-1API1,2017-02-23 04:05:04,2017-06-29 22:01:44,0000-00-00 00:00:00,2026-02-23 04:05:04,AUTORENEW,1Y,0,2026-02-23 04:05:04,2026-02-23 04:05:04,2026-04-08 04:05:04,2026-04-08 04:05:04,pay,2026-02-23 04:05:04,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
julia-and-anthony.com,DOMAIN,COM,julia-and-anthony.com,COM-OTE-1API1,2017-03-01 15:30:06,2017-03-01 15:30:06,0000-00-00 00:00:00,2026-03-01 15:30:06,AUTORENEW,1Y,0,2026-03-01 15:30:06,2026-02-24 15:30:06,2026-03-02 15:30:06,2026-04-14 15:30:06,pay,2026-02-24 15:30:06,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
test-102.club,DOMAIN,CLUB,test-102.club,ARI-OTE-1API1,2017-02-17 16:38:59,2022-02-23 17:31:29,0000-00-00 00:00:00,2026-02-17 16:38:59,AUTORENEW,1Y,0,2026-02-17 16:38:59,2026-02-12 16:38:59,2026-02-18 16:38:59,2026-04-02 16:38:59,pay,2026-02-12 16:38:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,WHOISTRUSTEELITE_CLUB,,,,,,,,,,test.user,,
abc-apo.com,DOMAIN,COM,abc-apo.com,COM-OTE-1API1,2017-02-28 15:35:04,2017-06-29 18:30:08,0000-00-00 00:00:00,2026-02-28 15:35:04,AUTORENEW,1Y,0,2026-02-28 15:35:04,2026-02-23 15:35:04,2026-03-01 15:35:04,2026-04-13 15:35:04,pay,2026-02-23 15:35:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395159,P-RBH1395159,P-RBH1395159,P-RBH1395159,,0,0,,,,,,,,,,test.user,,
test-1001.tel,DOMAIN,TEL,test-1001.tel,30244,2017-02-24 16:18:21,2017-02-24 17:39:47,0000-00-00 00:00:00,2018-02-23 23:59:59,AUTORENEW,1Y,1Y,2019-02-23 23:59:59,2019-02-18 23:59:59,2018-02-24 23:59:59,2019-04-08 23:59:59,expireunpaid,2019-04-08 23:59:59,d0.cth.dns.nic.tel n0.cth.dns.nic.tel s0.cth.dns.nic.tel t0.cth.dns.nic.tel a0.cth.dns.nic.tel,,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,,,,,,,,,,,test.user,,
anthonysedor.com,DOMAIN,COM,anthonysedor.com,COM-OTE-1API1,2017-03-01 15:30:06,2017-06-29 18:31:35,0000-00-00 00:00:00,2026-03-01 15:30:06,AUTORENEW,1Y,0,2026-03-01 15:30:06,2026-02-24 15:30:06,2026-03-02 15:30:06,2026-04-14 15:30:06,pay,2026-02-24 15:30:06,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
a-w-a-r-d.com,DOMAIN,COM,a-w-a-r-d.com,COM-OTE-1API1,2017-03-03 15:30:05,2017-06-29 18:29:45,0000-00-00 00:00:00,2026-03-03 15:30:05,AUTORENEW,1Y,0,2026-03-03 15:30:05,2026-02-26 15:30:05,2026-03-04 15:30:05,2026-04-16 15:30:05,pay,2026-02-26 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
a-dianov.com,DOMAIN,COM,a-dianov.com,COM-OTE-1API1,2017-03-01 15:30:05,2022-02-17 13:20:54,0000-00-00 00:00:00,2026-03-01 15:30:05,AUTORENEW,1Y,0,2026-03-01 15:30:05,2026-02-24 15:30:05,2026-03-02 15:30:05,2026-04-14 15:30:05,pay,2026-02-24 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,1,0,,,,,,,,,,test.user,,
gute.pizza,DOMAIN,PIZZA,gute.pizza,UNIREGISTRY-OTE-1API1,2017-02-21 13:55:03,2017-06-29 22:03:06,0000-00-00 00:00:00,2026-02-21 13:55:03,AUTORENEW,1Y,0,2026-02-21 13:55:03,2026-02-21 13:55:03,2026-04-06 13:55:03,2026-04-06 13:55:03,pay,2026-02-21 13:55:03,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
fr1946.eu.com,DOMAIN,EUCOM,fr1946.eu.com,CENTRALNIC-OTE-1API,2017-02-09 13:29:59,2017-06-29 21:58:47,0000-00-00 00:00:00,2026-02-09 23:59:59,AUTORENEW,1Y,0,2026-02-09 23:59:59,2026-02-09 23:59:59,2026-03-25 23:59:59,2026-03-25 23:59:59,pay,2026-02-09 23:59:59,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,,1,0,,,,,,,,,,test.user,,
aacampar.com,DOMAIN,COM,aacampar.com,COM-OTE-1API1,2017-02-22 15:25:03,2017-06-29 18:29:55,0000-00-00 00:00:00,2026-02-22 15:25:03,AUTORENEW,1Y,0,2026-02-22 15:25:03,2026-02-17 15:25:03,2026-02-23 15:25:03,2026-04-07 15:25:03,pay,2026-02-17 15:25:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
jimlaura.com,DOMAIN,COM,jimlaura.com,COM-OTE-1API1,2017-02-08 15:30:05,2017-02-08 15:30:05,0000-00-00 00:00:00,2026-02-08 15:30:05,AUTORENEW,1Y,0,2026-02-08 15:30:05,2026-02-03 15:30:05,2026-02-09 15:30:05,2026-03-24 15:30:05,pay,2026-02-03 15:30:05,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
test-006.club,DOMAIN,CLUB,test-006.club,ARI-OTE-1API1,2017-02-17 16:52:45,2022-02-23 17:31:30,0000-00-00 00:00:00,2026-02-17 16:52:45,AUTORENEW,1Y,0,2026-02-17 16:52:45,2026-02-12 16:52:45,2026-02-18 16:52:45,2026-04-02 16:52:45,pay,2026-02-12 16:52:45,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-DDE1394324,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
fr1946.li,DOMAIN,LI,fr1946.li,SWITCH-OTE-1API1,2017-02-09 13:29:54,2017-02-09 13:29:53,0000-00-00 00:00:00,2019-02-27 23:00:00,AUTORENEW,1Y,1Y,2020-02-27 23:00:00,2020-02-04 23:00:00,2019-02-10 23:00:00,2020-02-11 23:00:00,expireunpaid,2020-02-11 23:00:00,b.dns.gnadi.net c.dns.gnadi.net a.dns.gnadi.net,,ACTIVE,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,,,,,,,,,,,,,test.user,,
de968.eu.com,DOMAIN,EUCOM,de968.eu.com,CENTRALNIC-OTE-1API,2017-02-09 15:02:12,2017-06-29 21:52:00,0000-00-00 00:00:00,2026-02-09 23:59:59,AUTORENEW,1Y,0,2026-02-09 23:59:59,2026-02-09 23:59:59,2026-03-25 23:59:59,2026-03-25 23:59:59,pay,2026-02-09 23:59:59,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,DE968-GANDI,DE968-GANDI,DE968-GANDI,DE968-GANDI,,1,0,,,,,,,,,,test.user,,
test-108.irish,DOMAIN,IRISH,test-108.irish,DONUTS-OTE-1API1,2017-02-23 10:54:06,2022-07-14 08:17:15,2017-02-23 10:59:43,2026-02-23 10:54:06,AUTORENEW,1Y,0,2026-02-23 10:54:06,2026-02-24 10:54:06,2026-03-30 10:54:06,2026-04-08 10:54:06,pay,2026-02-24 10:54:06,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns1.hexonet.net ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE,P-RDE1385417,P-RDE1385417,P-TUH1387059,P-TUH1387059,,0,0,,,,,,,,,,test.user,,
test-111.irish,DOMAIN,IRISH,test-111.irish,DONUTS-OTE-1API1,2017-02-23 13:17:05,2022-07-14 08:17:19,0000-00-00 00:00:00,2026-02-23 13:17:05,AUTORENEW,1Y,0,2026-02-23 13:17:05,2026-02-24 13:17:05,2026-03-30 13:17:05,2026-04-08 13:17:05,pay,2026-02-24 13:17:05,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,WHOISTRUSTEELITE_DONUTS,,,,,,,,,,test.user,,
peng.city,DOMAIN,CITY,peng.city,DONUTS-OTE-1API1,2017-03-03 20:05:09,2022-07-14 08:17:32,0000-00-00 00:00:00,2026-03-03 20:05:09,AUTORENEW,1Y,0,2026-03-03 20:05:09,2026-03-04 20:05:09,2026-04-07 20:05:09,2026-04-16 20:05:09,pay,2026-03-04 20:05:09,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395703,P-RBH1395703,P-RBH1395703,P-RBH1395703,,0,0,,,,,,,,,,test.user,,
aakashpunatar.com,DOMAIN,COM,aakashpunatar.com,COM-OTE-1API1,2017-03-03 15:30:05,2017-06-29 18:29:57,0000-00-00 00:00:00,2026-03-03 15:30:05,AUTORENEW,1Y,0,2026-03-03 15:30:05,2026-02-26 15:30:05,2026-03-04 15:30:05,2026-04-16 15:30:05,pay,2026-02-26 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
a-grambb.com,DOMAIN,COM,a-grambb.com,COM-OTE-1API1,2017-02-24 15:45:03,2017-06-29 18:29:31,0000-00-00 00:00:00,2026-02-24 15:45:03,AUTORENEW,1Y,0,2026-02-24 15:45:03,2026-02-19 15:45:03,2026-02-25 15:45:03,2026-04-09 15:45:03,pay,2026-02-19 15:45:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
fr1946.im,DOMAIN,IM,fr1946.im,IM-OTE-1API1,2017-02-09 13:30:11,2017-02-09 13:31:16,0000-00-00 00:00:00,2018-02-10 00:59:59,AUTORENEW,1Y,1Y,2019-02-10 00:59:59,2019-02-03 00:59:59,2018-02-09 00:59:59,2019-02-09 00:59:59,expireunpaid,2019-02-09 00:59:59,b.dns.gnadi.net c.dns.gnadi.net a.dns.gnadi.net,,ACTIVE clientTransferProhibited,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,,1,,,,,,,,,,,test.user,,
extension-check.cz,DOMAIN,CZ,extension-check.cz,CZ-OTE-1API1,2017-03-02 14:32:38,2017-06-29 21:57:12,0000-00-00 00:00:00,2019-03-02 00:00:00,AUTORENEW,1Y,1Y,2020-03-01 00:00:00,2020-02-23 00:00:00,2019-03-01 00:00:00,2020-04-29 00:00:00,expireunpaid,2020-04-29 00:00:00,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,NA1033-GANDI,NA1033-GANDI,NA1033-GANDI,NA1033-GANDI,,1,,,,,,,,,,,test.user,,
test170209.com,DOMAIN,COM,test170209.com,COM-OTE-1API1,2017-02-09 13:45:01,2017-02-24 13:45:21,0000-00-00 00:00:00,2026-02-09 13:45:01,AUTORENEW,1Y,0,2026-02-09 13:45:01,2026-02-04 13:45:01,2026-02-10 13:45:01,2026-03-25 13:45:01,pay,2026-02-04 13:45:01,ns2.dns24.hu ns1.dns24.hu ns3.dns24.hu ns4.dns24.hu,,ACTIVE,P-ETS1393035,P-ETS1393035,P-ETS1393035,P-ETS1393035,,0,0,,,,,,,,,,test.user,,
greatest.today,DOMAIN,TODAY,greatest.today,DONUTS-OTE-1API1,2017-03-03 20:05:05,2022-07-14 08:17:27,0000-00-00 00:00:00,2026-03-03 20:05:05,AUTORENEW,1Y,0,2026-03-03 20:05:05,2026-03-04 20:05:05,2026-04-07 20:05:05,2026-04-16 20:05:05,pay,2026-03-04 20:05:05,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-RBH1395703,P-RBH1395703,P-RBH1395703,P-RBH1395703,,0,0,,,,,,,,,,test.user,,
test-110.irish,DOMAIN,IRISH,test-110.irish,DONUTS-OTE-1API1,2017-02-23 13:00:35,2022-07-14 08:17:17,0000-00-00 00:00:00,2026-02-23 13:00:35,AUTORENEW,1Y,0,2026-02-23 13:00:35,2026-02-24 13:00:35,2026-03-30 13:00:35,2026-04-08 13:00:35,pay,2026-02-24 13:00:35,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
a-museonline.com,DOMAIN,COM,a-museonline.com,COM-OTE-1API1,2017-03-04 17:00:04,2024-03-15 11:18:19,0000-00-00 00:00:00,2026-03-04 17:00:04,AUTORENEW,1Y,0,2026-03-04 17:00:04,2026-02-27 17:00:04,2026-03-05 17:00:04,2026-04-17 17:00:04,pay,2026-02-27 17:00:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395782,P-RBH1395782,P-RBH1395782,P-RBH1395782,,0,0,,,,,,,,,,test.user,,
zzzj6.com,DOMAIN,COM,zzzj6.com,COM-OTE-1API1,2017-02-26 15:30:03,2017-02-26 15:30:03,0000-00-00 00:00:00,2026-02-26 15:30:03,AUTORENEW,1Y,0,2026-02-26 15:30:03,2026-02-21 15:30:03,2026-02-27 15:30:03,2026-04-11 15:30:03,pay,2026-02-21 15:30:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
anthonyblocke.com,DOMAIN,COM,anthonyblocke.com,COM-OTE-1API1,2017-03-02 15:30:05,2017-06-29 18:31:14,0000-00-00 00:00:00,2026-03-02 15:30:05,AUTORENEW,1Y,0,2026-03-02 15:30:05,2026-02-25 15:30:05,2026-03-03 15:30:05,2026-04-15 15:30:05,pay,2026-02-25 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
